"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","year","months","address","lon","lat"
"5353","2017-09","JURONG WEST","4 ROOM","694","JURONG WEST CTRL 1","10 TO 12",106,"Premium Apartment",1998,79.5,476000,79,6,"694 JURONG WEST CTRL 1",103.7068805,1.3433982
"5354","2017-09","JURONG WEST","4 ROOM","689","JURONG WEST CTRL 1","07 TO 09",99,"Premium Apartment",1998,79.67,482000,79,8,"689 JURONG WEST CTRL 1",103.7062018,1.3410213
"5355","2017-09","JURONG WEST","4 ROOM","517C","JURONG WEST ST 52","04 TO 06",95,"Model A",2000,81.75,520000,81,9,"517C JURONG WEST ST 52",103.7200927,1.3450075
"5356","2017-02","JURONG WEST","4 ROOM","276D","JURONG WEST ST 25","13 TO 15",90,"Model A",2002,84.08,355000,84,1,"276D JURONG WEST ST 25",103.7044599,1.3536146
"5357","2017-09","JURONG WEST","5 ROOM","271C","JURONG WEST ST 24","07 TO 09",112,"Premium Apartment",2003,85.08,330000,85,1,"271C JURONG WEST ST 24",103.7043728,1.3502146
"5358","2017-09","JURONG WEST","5 ROOM","950","JURONG WEST ST 91","04 TO 06",132,"Improved",1989,70.67,348000,70,8,"950 JURONG WEST ST 91",103.6908646,1.3433432
"5359","2017-09","JURONG WEST","5 ROOM","273C","JURONG WEST AVE 3","07 TO 09",111,"Improved",2001,83.25,363000,83,3,"273C JURONG WEST AVE 3",103.7038974,1.352054
"5360","2017-09","JURONG WEST","5 ROOM","273C","JURONG WEST AVE 3","07 TO 09",111,"Improved",2001,83.25,368000,83,3,"273C JURONG WEST AVE 3",103.7038974,1.352054
"5361","2017-09","JURONG WEST","5 ROOM","275B","JURONG WEST ST 25","04 TO 06",111,"Improved",2002,83.33,372000,83,4,"275B JURONG WEST ST 25",103.7026275,1.3527275
"5362","2017-09","JURONG WEST","5 ROOM","817","JURONG WEST ST 81","01 TO 03",126,"Improved",1993,75,380000,75,0,"817 JURONG WEST ST 81",103.6958433,1.3445672
"5363","2017-09","JURONG WEST","5 ROOM","268C","BOON LAY DR","01 TO 03",110,"Improved",2002,83.42,380000,83,5,"268C BOON LAY DR",103.7081501,1.3472806
"5364","2017-09","JURONG WEST","5 ROOM","272D","JURONG WEST ST 24","10 TO 12",112,"Premium Apartment",2003,85.08,383000,85,1,"272D JURONG WEST ST 24",103.7045311,1.3511113
"5365","2017-09","JURONG WEST","5 ROOM","268C","BOON LAY DR","01 TO 03",111,"Improved",2002,83.42,392000,83,5,"268C BOON LAY DR",103.7081501,1.3472806
"5366","2017-09","JURONG WEST","5 ROOM","821","JURONG WEST ST 81","07 TO 09",121,"Improved",1990,71.58,395000,71,7,"821 JURONG WEST ST 81",103.6945771,1.3470653
"5367","2017-02","JURONG WEST","4 ROOM","673C","JURONG WEST ST 65","01 TO 03",91,"Model A",2002,84.83,360000,84,10,"673C JURONG WEST ST 65",103.701295,1.3448474
"5368","2017-09","JURONG WEST","5 ROOM","676B","JURONG WEST ST 64","16 TO 18",110,"Premium Apartment",2008,89.75,423000,89,9,"676B JURONG WEST ST 64",103.7040325,1.3460223
"5369","2017-09","JURONG WEST","5 ROOM","676B","JURONG WEST ST 64","16 TO 18",110,"Premium Apartment",2008,89.75,423000,89,9,"676B JURONG WEST ST 64",103.7040325,1.3460223
"5370","2017-09","JURONG WEST","5 ROOM","673B","JURONG WEST ST 65","07 TO 09",110,"Improved",2002,84.25,425000,84,3,"673B JURONG WEST ST 65",103.7017246,1.3444603
"5371","2017-09","JURONG WEST","5 ROOM","184","YUNG SHENG RD","07 TO 09",116,"Improved",2001,82.58,425000,82,7,"184 YUNG SHENG RD",103.7221742,1.3334227
"5372","2017-09","JURONG WEST","5 ROOM","625","JURONG WEST ST 61","04 TO 06",110,"Improved",2001,82.42,428888,82,5,"625 JURONG WEST ST 61",103.6989402,1.3414107
"5373","2017-09","JURONG WEST","5 ROOM","272D","JURONG WEST ST 24","13 TO 15",115,"Premium Apartment",2003,85.08,429000,85,1,"272D JURONG WEST ST 24",103.7045311,1.3511113
"5374","2017-09","JURONG WEST","5 ROOM","721","JURONG WEST AVE 5","04 TO 06",121,"Improved",1989,71.17,430000,71,2,"721 JURONG WEST AVE 5",103.6975623,1.3441178
"5375","2017-09","JURONG WEST","5 ROOM","677C","JURONG WEST ST 64","07 TO 09",110,"Premium Apartment",2008,89.75,438000,89,9,"677C JURONG WEST ST 64",103.7048016,1.3453951
"5376","2017-09","JURONG WEST","5 ROOM","678D","JURONG WEST ST 64","13 TO 15",111,"Premium Apartment",2008,89.75,440000,89,9,"678D JURONG WEST ST 64",103.7034441,1.3449633
"5377","2017-09","JURONG WEST","5 ROOM","673B","JURONG WEST ST 65","10 TO 12",110,"Improved",2002,84.25,440000,84,3,"673B JURONG WEST ST 65",103.7017246,1.3444603
"5378","2017-02","JURONG WEST","4 ROOM","814","JURONG WEST ST 81","07 TO 09",104,"Model A",1990,72.17,360000,72,2,"814 JURONG WEST ST 81",103.6956996,1.3457426
"5379","2017-09","JURONG WEST","5 ROOM","676B","JURONG WEST ST 64","07 TO 09",110,"Premium Apartment",2008,89.83,443000,89,10,"676B JURONG WEST ST 64",103.7040325,1.3460223
"5380","2017-09","JURONG WEST","5 ROOM","653A","JURONG WEST ST 61","04 TO 06",110,"Improved",2002,84.08,445000,84,1,"653A JURONG WEST ST 61",NA,NA
"5381","2017-09","JURONG WEST","5 ROOM","676A","JURONG WEST ST 64","07 TO 09",110,"Premium Apartment",2008,89.75,446888,89,9,"676A JURONG WEST ST 64",103.7045302,1.3459828
"5382","2017-09","JURONG WEST","5 ROOM","648D","JURONG WEST ST 61","04 TO 06",110,"Improved",2001,82.58,450000,82,7,"648D JURONG WEST ST 61",103.6976508,1.3394218
"5383","2017-09","JURONG WEST","5 ROOM","670A","JURONG WEST ST 65","10 TO 12",110,"Improved",2002,83.67,450000,83,8,"670A JURONG WEST ST 65",103.7029009,1.3440873
"5384","2017-09","JURONG WEST","5 ROOM","837","JURONG WEST ST 81","10 TO 12",138,"Model A",1993,74.75,455000,74,9,"837 JURONG WEST ST 81",103.6930362,1.3434041
"5385","2017-09","JURONG WEST","5 ROOM","676B","JURONG WEST ST 64","10 TO 12",110,"Premium Apartment",2008,89.75,456000,89,9,"676B JURONG WEST ST 64",103.7040325,1.3460223
"5386","2017-09","JURONG WEST","5 ROOM","987B","JURONG WEST ST 93","04 TO 06",112,"Premium Apartment",2008,89.92,465000,89,11,"987B JURONG WEST ST 93",103.694846,1.336661
"5387","2017-09","JURONG WEST","5 ROOM","639","JURONG WEST ST 61","13 TO 15",120,"Improved",1998,79.83,470000,79,10,"639 JURONG WEST ST 61",103.6968364,1.340745
"5388","2017-09","JURONG WEST","5 ROOM","640","JURONG WEST ST 61","10 TO 12",120,"Improved",1998,79.83,470000,79,10,"640 JURONG WEST ST 61",103.6964745,1.3400878
"5389","2017-01","JURONG WEST","3 ROOM","185","BOON LAY AVE","19 TO 21",59,"Improved",1975,57.75,240000,57,9,"185 BOON LAY AVE",103.7109779,1.3465136
"5390","2017-01","JURONG WEST","4 ROOM","273B","JURONG WEST AVE 3","13 TO 15",90,"Model A",2001,83.92,345000,83,11,"273B JURONG WEST AVE 3",103.7036262,1.3515504
"5391","2017-02","JURONG WEST","4 ROOM","543","JURONG WEST ST 42","04 TO 06",103,"Model A",1984,66.92,364000,66,11,"543 JURONG WEST ST 42",103.7158423,1.3519114
"5392","2017-09","JURONG WEST","5 ROOM","642","JURONG WEST ST 61","04 TO 06",120,"Improved",1998,80,485000,80,0,"642 JURONG WEST ST 61",103.6959316,1.3404572
"5393","2017-09","JURONG WEST","5 ROOM","647","JURONG WEST ST 61","10 TO 12",120,"Improved",1998,79.92,485888,79,11,"647 JURONG WEST ST 61",103.6973793,1.3400826
"5394","2017-09","JURONG WEST","5 ROOM","684B","JURONG WEST ST 64","07 TO 09",111,"Premium Apartment",2000,82,490000,82,0,"684B JURONG WEST ST 64",103.7042583,1.3438598
"5395","2017-09","JURONG WEST","5 ROOM","987B","JURONG WEST ST 93","13 TO 15",114,"Premium Apartment",2008,89.92,492888,89,11,"987B JURONG WEST ST 93",103.694846,1.336661
"5396","2017-09","JURONG WEST","5 ROOM","661C","JURONG WEST ST 64","16 TO 18",110,"Improved",2001,82.92,495000,82,11,"661C JURONG WEST ST 64",103.7050481,1.3363283
"5397","2017-09","JURONG WEST","5 ROOM","679B","JURONG WEST CTRL 1","13 TO 15",114,"Premium Apartment",2000,82,5e+05,82,0,"679B JURONG WEST CTRL 1",103.706068,1.3439227
"5398","2017-09","JURONG WEST","5 ROOM","654B","JURONG WEST ST 61","13 TO 15",110,"Improved",2002,84,510888,84,0,"654B JURONG WEST ST 61",103.6978318,1.3362045
"5399","2017-09","JURONG WEST","5 ROOM","663C","JURONG WEST ST 65","13 TO 15",110,"Improved",2000,81.92,525000,81,11,"663C JURONG WEST ST 65",103.702356,1.3381497
"5400","2017-09","JURONG WEST","5 ROOM","683B","JURONG WEST CTRL 1","10 TO 12",111,"Premium Apartment",2000,82.08,530000,82,1,"683B JURONG WEST CTRL 1",103.7048897,1.34297
"5401","2017-09","JURONG WEST","5 ROOM","664A","JURONG WEST ST 64","04 TO 06",110,"Improved",2000,81.83,540000,81,10,"664A JURONG WEST ST 64",103.7032609,1.3390968
"5402","2017-02","JURONG WEST","4 ROOM","540","JURONG WEST AVE 1","07 TO 09",103,"Model A",1984,66.83,370000,66,10,"540 JURONG WEST AVE 1",103.7153902,1.3506825
"5403","2017-09","JURONG WEST","5 ROOM","682B","JURONG WEST CTRL 1","07 TO 09",114,"Premium Apartment",2000,82,547000,82,0,"682B JURONG WEST CTRL 1",103.7056136,1.3436252
"5404","2017-09","JURONG WEST","5 ROOM","522","JURONG WEST ST 52","22 TO 24",118,"Improved",1982,63.83,575000,63,10,"522 JURONG WEST ST 52",103.716747,1.3464988
"5405","2017-09","JURONG WEST","EXECUTIVE","274A","JURONG WEST AVE 3","04 TO 06",126,"Apartment",2001,83.25,465000,83,3,"274A JURONG WEST AVE 3",103.7036002,1.3523739
"5406","2017-09","JURONG WEST","EXECUTIVE","549","JURONG WEST ST 42","04 TO 06",150,"Maisonette",1986,67.67,470000,67,8,"549 JURONG WEST ST 42",103.7161334,1.3528879
"5407","2017-09","JURONG WEST","EXECUTIVE","912","JURONG WEST ST 91","01 TO 03",146,"Maisonette",1988,70.08,470000,70,1,"912 JURONG WEST ST 91",103.687155,1.341313
"5408","2017-09","JURONG WEST","EXECUTIVE","626","JURONG WEST ST 65","01 TO 03",130,"Apartment",2001,82.92,498888,82,11,"626 JURONG WEST ST 65",103.6983746,1.3418351
"5409","2017-09","JURONG WEST","EXECUTIVE","726","JURONG WEST AVE 5","01 TO 03",146,"Maisonette",1992,74,5e+05,74,0,"726 JURONG WEST AVE 5",103.6971104,1.3459519
"5410","2017-09","JURONG WEST","EXECUTIVE","828","JURONG WEST ST 81","07 TO 09",146,"Apartment",1993,74.67,515000,74,8,"828 JURONG WEST ST 81",103.6930385,1.3451694
"5411","2017-09","JURONG WEST","EXECUTIVE","680A","JURONG WEST CTRL 1","13 TO 15",134,"Premium Apartment",2000,81.75,572000,81,9,"680A JURONG WEST CTRL 1",103.7055253,1.3445851
"5412","2017-09","JURONG WEST","EXECUTIVE","656D","JURONG WEST ST 61","13 TO 15",132,"Apartment",2002,83.5,588000,83,6,"656D JURONG WEST ST 61",103.6998675,1.335643
"5413","2017-02","JURONG WEST","4 ROOM","483","JURONG WEST ST 41","04 TO 06",91,"New Generation",1985,67.25,370000,67,3,"483 JURONG WEST ST 41",103.7252112,1.3473154
"5414","2017-09","JURONG WEST","EXECUTIVE","682A","JURONG WEST CTRL 1","13 TO 15",134,"Premium Apartment",2000,81.75,6e+05,81,9,"682A JURONG WEST CTRL 1",103.7054346,1.3439996
"5415","2017-09","JURONG WEST","EXECUTIVE","679A","JURONG WEST CTRL 1","07 TO 09",134,"Premium Apartment",2000,81.75,608000,81,9,"679A JURONG WEST CTRL 1",103.7057967,1.3442905
"5416","2017-09","JURONG WEST","EXECUTIVE","714","JURONG WEST ST 71","01 TO 03",155,"Maisonette",1991,72.33,610000,72,4,"714 JURONG WEST ST 71",103.6967061,1.3432697
"5417","2017-09","JURONG WEST","EXECUTIVE","683B","JURONG WEST CTRL 1","07 TO 09",132,"Premium Apartment",2000,82.08,638000,82,1,"683B JURONG WEST CTRL 1",103.7048897,1.34297
"5418","2017-09","JURONG WEST","EXECUTIVE","684B","JURONG WEST ST 64","10 TO 12",131,"Premium Apartment",2000,81.92,653000,81,11,"684B JURONG WEST ST 64",103.7042583,1.3438598
"5419","2017-09","JURONG WEST","EXECUTIVE","686A","JURONG WEST CTRL 1","10 TO 12",132,"Premium Apartment",2000,82.17,688000,82,2,"686A JURONG WEST CTRL 1",103.7046995,1.3418097
"5420","2017-09","TAMPINES","3 ROOM","802","TAMPINES AVE 4","01 TO 03",68,"New Generation",1984,65.75,280000,65,9,"802 TAMPINES AVE 4",103.93801,1.3460914
"5421","2017-09","TAMPINES","3 ROOM","204","TAMPINES ST 21","01 TO 03",60,"Improved",1983,65.25,285000,65,3,"204 TAMPINES ST 21",103.9516301,1.3522152
"5422","2017-09","TAMPINES","3 ROOM","410","TAMPINES ST 41","01 TO 03",60,"Improved",1985,67,295000,67,0,"410 TAMPINES ST 41",103.946259,1.3587804
"5423","2017-09","TAMPINES","3 ROOM","211","TAMPINES ST 23","01 TO 03",69,"New Generation",1985,66.75,3e+05,66,9,"211 TAMPINES ST 23",103.9547796,1.3541134
"5424","2017-02","JURONG WEST","4 ROOM","735","JURONG WEST ST 75","07 TO 09",105,"Model A",1995,77.5,375000,77,6,"735 JURONG WEST ST 75",103.7012048,1.3460202
"5425","2017-09","TAMPINES","3 ROOM","413","TAMPINES ST 41","01 TO 03",64,"Simplified",1986,68.25,3e+05,68,3,"413 TAMPINES ST 41",103.9455564,1.3594618
"5426","2017-09","TAMPINES","3 ROOM","822","TAMPINES ST 81","01 TO 03",67,"New Generation",1987,68.67,305000,68,8,"822 TAMPINES ST 81",103.9344749,1.3483079
"5427","2017-09","TAMPINES","3 ROOM","403","TAMPINES ST 41","01 TO 03",69,"Improved",1985,67.08,306500,67,1,"403 TAMPINES ST 41",103.9449219,1.3574887
"5428","2017-09","TAMPINES","3 ROOM","270","TAMPINES ST 21","01 TO 03",75,"Model A",1985,67.25,310000,67,3,"270 TAMPINES ST 21",103.9488878,1.3499804
"5429","2017-09","TAMPINES","3 ROOM","845","TAMPINES ST 83","01 TO 03",74,"Model A",1987,69.25,315000,69,3,"845 TAMPINES ST 83",103.9348375,1.3521854
"5430","2017-09","TAMPINES","3 ROOM","225","TAMPINES ST 23","04 TO 06",73,"Model A",1984,66.25,318000,66,3,"225 TAMPINES ST 23",103.9540551,1.3551473
"5431","2017-09","TAMPINES","3 ROOM","899A","TAMPINES ST 81","01 TO 03",74,"Model A",1988,69.92,320000,69,11,"899A TAMPINES ST 81",103.9352001,1.3462542
"5432","2017-09","TAMPINES","3 ROOM","879","TAMPINES AVE 8","10 TO 12",74,"Model A",1988,69.92,320000,69,11,"879 TAMPINES AVE 8",103.9308493,1.3520624
"5433","2017-09","TAMPINES","3 ROOM","295","TAMPINES ST 22","07 TO 09",73,"Model A",1984,65.5,320000,65,6,"295 TAMPINES ST 22",103.9549617,1.3508232
"5434","2017-09","TAMPINES","3 ROOM","211","TAMPINES ST 23","10 TO 12",67,"New Generation",1985,66.75,320000,66,9,"211 TAMPINES ST 23",103.9547796,1.3541134
"5435","2017-02","JURONG WEST","4 ROOM","664C","JURONG WEST ST 64","04 TO 06",91,"Model A",2000,82.5,388000,82,6,"664C JURONG WEST ST 64",103.7030539,1.3381255
"5436","2017-09","TAMPINES","3 ROOM","412","TAMPINES ST 41","07 TO 09",69,"Improved",1985,67.08,320000,67,1,"412 TAMPINES ST 41",103.946259,1.3594393
"5437","2017-09","TAMPINES","3 ROOM","270","TAMPINES ST 21","01 TO 03",75,"Model A",1985,67.25,330000,67,3,"270 TAMPINES ST 21",103.9488878,1.3499804
"5438","2017-09","TAMPINES","3 ROOM","219","TAMPINES ST 24","04 TO 06",73,"Model A",1985,66.5,333000,66,6,"219 TAMPINES ST 24",103.9526046,1.3547898
"5439","2017-09","TAMPINES","3 ROOM","407","TAMPINES ST 41","07 TO 09",69,"Improved",1985,67.17,335000,67,2,"407 TAMPINES ST 41",103.9449899,1.3582022
"5440","2017-09","TAMPINES","3 ROOM","102","TAMPINES ST 11","10 TO 12",75,"Model A",1983,65.08,340000,65,1,"102 TAMPINES ST 11",103.9458964,1.3467774
"5441","2017-09","TAMPINES","3 ROOM","255","TAMPINES ST 21","01 TO 03",82,"New Generation",1984,65.83,348000,65,10,"255 TAMPINES ST 21",103.9503383,1.3527535
"5442","2017-09","TAMPINES","3 ROOM","434","TAMPINES ST 43","07 TO 09",74,"Model A",1986,67.92,355000,67,11,"434 TAMPINES ST 43",103.9516074,1.3592614
"5443","2017-09","TAMPINES","3 ROOM","283","TAMPINES ST 22","01 TO 03",84,"Model A",1984,66,358000,66,0,"283 TAMPINES ST 22",103.9529673,1.3487122
"5444","2017-09","TAMPINES","3 ROOM","274","TAMPINES ST 22","04 TO 06",73,"Model A",1984,65.83,360000,65,10,"274 TAMPINES ST 22",103.9499757,1.3482906
"5445","2017-09","TAMPINES","4 ROOM","346","TAMPINES ST 33","07 TO 09",108,"Model A",1996,77.75,391000,77,9,"346 TAMPINES ST 33",103.9623957,1.3510724
"5446","2017-02","JURONG WEST","4 ROOM","676A","JURONG WEST ST 64","10 TO 12",91,"Premium Apartment",2008,90.33,395000,90,4,"676A JURONG WEST ST 64",103.7045302,1.3459828
"5447","2017-09","TAMPINES","4 ROOM","420","TAMPINES ST 41","10 TO 12",105,"Model A",1985,66.83,4e+05,66,10,"420 TAMPINES ST 41",103.9475281,1.3578944
"5448","2017-09","TAMPINES","4 ROOM","134","SIMEI ST 1","07 TO 09",84,"Simplified",1988,69.92,403000,69,11,"134 SIMEI ST 1",103.9555963,1.3481113
"5449","2017-09","TAMPINES","4 ROOM","340","TAMPINES ST 33","07 TO 09",108,"Model A",1995,77.33,405000,77,4,"340 TAMPINES ST 33",103.9599576,1.3511706
"5450","2017-09","TAMPINES","4 ROOM","724","TAMPINES ST 71","01 TO 03",104,"Model A",1997,78.92,405000,78,11,"724 TAMPINES ST 71",103.9347695,1.3567797
"5451","2017-09","TAMPINES","4 ROOM","153","SIMEI ST 1","04 TO 06",84,"Simplified",1988,69.75,410000,69,9,"153 SIMEI ST 1",103.9572281,1.3452475
"5452","2017-09","TAMPINES","4 ROOM","486B","TAMPINES AVE 9","01 TO 03",107,"Model A",1993,75,410000,75,0,"486B TAMPINES AVE 9",103.9568406,1.3592294
"5453","2017-09","TAMPINES","4 ROOM","487A","TAMPINES AVE 9","04 TO 06",105,"Model A",1989,71.25,410000,71,3,"487A TAMPINES AVE 9",103.9577865,1.359605
"5454","2017-09","TAMPINES","4 ROOM","276","TAMPINES ST 22","04 TO 06",104,"Model A",1984,66.25,410000,66,3,"276 TAMPINES ST 22",103.9506103,1.3474818
"5455","2017-09","TAMPINES","4 ROOM","899A","TAMPINES ST 81","01 TO 03",103,"Model A",1988,69.92,420000,69,11,"899A TAMPINES ST 81",103.9352001,1.3462542
"5456","2017-09","TAMPINES","4 ROOM","866","TAMPINES ST 83","04 TO 06",113,"Model A",1989,70.67,420000,70,8,"866 TAMPINES ST 83",103.9345656,1.35431
"5457","2017-02","JURONG WEST","4 ROOM","620","JURONG WEST ST 65","04 TO 06",91,"Model A",2000,82.83,408388,82,10,"620 JURONG WEST ST 65",103.6993247,1.3413535
"5458","2017-09","TAMPINES","4 ROOM","709","TAMPINES ST 71","13 TO 15",99,"Model A",1997,78.75,422000,78,9,"709 TAMPINES ST 71",103.9375568,1.3580262
"5459","2017-09","TAMPINES","4 ROOM","810","TAMPINES AVE 4","04 TO 06",104,"Model A",1984,65.92,428000,65,11,"810 TAMPINES AVE 4",103.9366504,1.3464653
"5460","2017-09","TAMPINES","4 ROOM","854","TAMPINES ST 82","10 TO 12",103,"Model A",1985,67,429000,67,0,"854 TAMPINES ST 82",103.9366504,1.3529801
"5461","2017-09","TAMPINES","4 ROOM","392","TAMPINES AVE 7","04 TO 06",107,"Model A",1994,75.5,430000,75,6,"392 TAMPINES AVE 7",103.9573188,1.3551282
"5462","2017-09","TAMPINES","4 ROOM","865","TAMPINES ST 83","07 TO 09",105,"Model A",1989,70.67,431000,70,8,"865 TAMPINES ST 83",103.934271,1.3538542
"5463","2017-09","TAMPINES","4 ROOM","491C","TAMPINES ST 45","13 TO 15",103,"Model A",1993,74.83,435000,74,10,"491C TAMPINES ST 45",103.9545991,1.3618794
"5464","2017-09","TAMPINES","4 ROOM","809","TAMPINES AVE 4","07 TO 09",105,"Model A",1984,65.5,439888,65,6,"809 TAMPINES AVE 4",103.9365597,1.3460999
"5465","2017-09","TAMPINES","4 ROOM","110","TAMPINES ST 11","04 TO 06",107,"Model A",1984,65.42,440000,65,5,"110 TAMPINES ST 11",103.9492505,1.3469774
"5466","2017-09","TAMPINES","4 ROOM","265","TAMPINES ST 21","04 TO 06",103,"Model A",1984,66,440000,66,0,"265 TAMPINES ST 21",103.9500663,1.3524623
"5467","2017-09","TAMPINES","4 ROOM","497B","TAMPINES ST 45","04 TO 06",109,"Premium Apartment",1996,77.75,442000,77,9,"497B TAMPINES ST 45",103.9579987,1.3586014
"5468","2017-02","JURONG WEST","4 ROOM","486","JURONG WEST AVE 1","04 TO 06",92,"New Generation",1985,67,410000,67,0,"486 JURONG WEST AVE 1",103.7263394,1.3487277
"5469","2017-09","TAMPINES","4 ROOM","898","TAMPINES ST 81","07 TO 09",104,"Model A",1988,69.58,442000,69,7,"898 TAMPINES ST 81",103.9348375,1.347281
"5470","2017-09","TAMPINES","4 ROOM","885","TAMPINES ST 83","04 TO 06",107,"Model A",1987,69.17,450000,69,2,"885 TAMPINES ST 83",103.932798,1.3511359
"5471","2017-09","TAMPINES","4 ROOM","262","TAMPINES ST 21","07 TO 09",105,"Model A",1984,66.25,457500,66,3,"262 TAMPINES ST 21",103.9506103,1.3537767
"5472","2017-09","TAMPINES","4 ROOM","141","TAMPINES ST 12","04 TO 06",107,"Model A",1984,66,465000,66,0,"141 TAMPINES ST 12",103.9448992,1.3483202
"5473","2017-09","TAMPINES","4 ROOM","414","TAMPINES ST 41","07 TO 09",104,"Model A",1987,68.75,470000,68,9,"414 TAMPINES ST 41",103.946259,1.3598054
"5474","2017-09","TAMPINES","4 ROOM","842B","TAMPINES ST 82","04 TO 06",107,"Model A",1995,76.42,470000,76,5,"842B TAMPINES ST 82",103.936741,1.3513691
"5475","2017-09","TAMPINES","4 ROOM","108","SIMEI ST 1","04 TO 06",104,"Model A",1988,69.75,488000,69,9,"108 SIMEI ST 1",103.9510862,1.3429963
"5476","2017-09","TAMPINES","4 ROOM","241","TAMPINES ST 21","04 TO 06",105,"Model A",1985,66.33,488000,66,4,"241 TAMPINES ST 21",103.9471655,1.3546022
"5477","2017-09","TAMPINES","4 ROOM","107","TAMPINES ST 11","10 TO 12",115,"Model A",1984,66.08,490000,66,1,"107 TAMPINES ST 11",103.948072,1.3483749
"5478","2017-09","TAMPINES","4 ROOM","911","TAMPINES ST 91","10 TO 12",104,"Model A",1984,65.83,490000,65,10,"911 TAMPINES ST 91",103.9398229,1.3498138
"5479","2017-02","JURONG WEST","4 ROOM","348","KANG CHING RD","07 TO 09",101,"Model A",1997,79.25,410000,79,3,"348 KANG CHING RD",103.7200696,1.3399467
"5480","2017-09","TAMPINES","4 ROOM","253","TAMPINES ST 21","10 TO 12",106,"Model A",1984,65.92,492000,65,11,"253 TAMPINES ST 21",103.9477094,1.3530617
"5481","2017-09","TAMPINES","4 ROOM","275","TAMPINES ST 22","07 TO 09",107,"Model A",1985,66.33,494000,66,4,"275 TAMPINES ST 22",103.9504289,1.3478488
"5482","2017-09","TAMPINES","4 ROOM","243","SIMEI ST 5","04 TO 06",105,"Model A",1997,78.5,505000,78,6,"243 SIMEI ST 5",103.9551203,1.3438144
"5483","2017-09","TAMPINES","4 ROOM","236","TAMPINES ST 21","04 TO 06",108,"Model A",1984,66.08,525000,66,1,"236 TAMPINES ST 21",103.9471655,1.3559199
"5484","2017-09","TAMPINES","4 ROOM","168B","SIMEI LANE","10 TO 12",94,"DBSS",2011,92.5,613000,92,6,"168B SIMEI LANE",103.958718,1.342655
"5485","2017-09","TAMPINES","5 ROOM","492D","TAMPINES ST 45","01 TO 03",123,"Improved",1993,74.83,440000,74,10,"492D TAMPINES ST 45",103.9539027,1.3636548
"5486","2017-09","TAMPINES","5 ROOM","461","TAMPINES ST 44","07 TO 09",122,"Improved",1986,67.75,450000,67,9,"461 TAMPINES ST 44",103.9543271,1.3588793
"5487","2017-09","TAMPINES","5 ROOM","342","TAMPINES ST 33","04 TO 06",124,"Improved",1995,77.25,465000,77,3,"342 TAMPINES ST 33",103.9618517,1.3510756
"5488","2017-09","TAMPINES","5 ROOM","279","TAMPINES ST 22","04 TO 06",133,"Model A",1985,66.33,475000,66,4,"279 TAMPINES ST 22",103.9512902,1.3463433
"5489","2017-09","TAMPINES","5 ROOM","715","TAMPINES ST 71","01 TO 03",119,"Improved",1997,78.58,505000,78,7,"715 TAMPINES ST 71",103.9371942,1.3596391
"5490","2017-02","JURONG WEST","4 ROOM","649A","JURONG WEST ST 61","10 TO 12",90,"Model A",2000,82.67,415000,82,8,"649A JURONG WEST ST 61",103.6974699,1.3379636
"5491","2017-09","TAMPINES","5 ROOM","718","TAMPINES ST 72","13 TO 15",119,"Improved",1997,78.58,510000,78,7,"718 TAMPINES ST 72",103.935472,1.3591367
"5492","2017-09","TAMPINES","5 ROOM","486B","TAMPINES AVE 9","04 TO 06",141,"Model A",1993,75,528000,75,0,"486B TAMPINES AVE 9",103.9568406,1.3592294
"5493","2017-09","TAMPINES","5 ROOM","387","TAMPINES ST 32","07 TO 09",127,"Improved",1993,75,528000,75,0,"387 TAMPINES ST 32",103.9587919,1.3552842
"5494","2017-09","TAMPINES","5 ROOM","732","TAMPINES ST 71","07 TO 09",123,"Improved",1997,78.75,535000,78,9,"732 TAMPINES ST 71",103.9344523,1.3576601
"5495","2017-09","TAMPINES","5 ROOM","233","SIMEI ST 4","04 TO 06",122,"Improved",1989,70.75,538888,70,9,"233 SIMEI ST 4",103.9561402,1.3440097
"5496","2017-09","TAMPINES","5 ROOM","724","TAMPINES ST 71","07 TO 09",124,"Improved",1997,78.92,540000,78,11,"724 TAMPINES ST 71",103.9347695,1.3567797
"5497","2017-09","TAMPINES","5 ROOM","222","SIMEI ST 4","07 TO 09",122,"Improved",1988,69.67,560000,69,8,"222 SIMEI ST 4",103.9569788,1.3415715
"5498","2017-09","TAMPINES","5 ROOM","223","SIMEI ST 4","04 TO 06",128,"Improved",1988,69.75,566000,69,9,"223 SIMEI ST 4",103.9576814,1.3422443
"5499","2017-09","TAMPINES","5 ROOM","148","SIMEI ST 1","10 TO 12",123,"Improved",1988,69.58,585000,69,7,"148 SIMEI ST 1",103.9558682,1.3463532
"5500","2017-09","TAMPINES","5 ROOM","864A","TAMPINES ST 83","07 TO 09",127,"Improved",1988,69.92,595000,69,11,"864A TAMPINES ST 83",103.9357439,1.3546692
"5501","2017-01","JURONG WEST","4 ROOM","936","JURONG WEST ST 91","07 TO 09",103,"Model A",1989,71.25,345000,71,3,"936 JURONG WEST ST 91",103.689417,1.3426921
"5502","2017-02","JURONG WEST","4 ROOM","645","JURONG WEST ST 61","07 TO 09",100,"Model A",1998,80.58,416000,80,7,"645 JURONG WEST ST 61",103.696565,1.3392815
